Symbol,CompanyName,Exchange,Industry,Website,Description,CEO,IssueType,Sector
"PYPL","PayPal Holdings Inc.","Nasdaq Global Select","Credit Services","https://www.paypal.com","PayPal Holdings Inc is a technology platform company that enables digital and mobile payments on behalf of consumers and merchants. The company's payments platform includes PayPal, PayPal Credit, Venmo, Xoom and Braintree products.","Daniel H. Schulman","cs","Financial Services"
"PYX","Pyxus International Inc.","New York Stock Exchange","Tobacco Products","http://www.aointl.com","Alliance One International Inc is engaged in purchasing, processing, packaging, storing and shipping of leaf tobacco and other consumer tobacco products.","J. Pieter Sikkel","cs","Consumer Defensive"
"PZN","Pzena Investment Management Inc Class A","New York Stock Exchange","Asset Management","http://www.pzena.com","Pzena Investment Management Inc is a global investment management firm that employs a value investment approach. It provides investment management and advisory services to funds in both U.S. and non-U.S. capital markets.","Richard S. Pzena","cs","Financial Services"
"PZZA","Papa John's International Inc.","Nasdaq Global Select","Restaurants","http://www.papajohns.com","Papa John's International Inc operates and franchises pizza delivery and carryout restaurants activities. The company also operates dine-in and delivery restaurants under the trademark ""Papa John's"".","Steve Ritchie","cs","Consumer Cyclical"
"QADA","QAD Inc.","Nasdaq Global Select","Application Software","http://www.qad.com","QAD Inc provides enterprise software solutions for manufacturing companies across the automotive, life sciences, consumer products, food and beverage, high technology and industrial products industries.","Karl F. Lopker","cs","Technology"
"QCOM","QUALCOMM Incorporated","Nasdaq Global Select","Semiconductors","http://www.qualcomm.com","Qualcomm Inc develops and licenses wireless technology. It also engages in designing chips for mobile phones. The company is also the world's largest wireless chip vendor, supplying many premier handset makers with leading-edge processors.","","cs","Technology"
"QCRH","QCR Holdings Inc.","NASDAQ Global Market","Banks","http://www.qcrh.com","QCR Holdings Inc is engaged in the financial service sector. As a banking firm, subsidiaries it provides commercial and consumer banking, & trust & asset management services.","Douglas M. Hultquist","cs","Financial Services"
"QDEL","Quidel Corporation","Nasdaq Global Select","Medical Diagnostics & Research","http://www.quidel.com","Quidel Corp is engaged in the development, manufacturing, and marketing of rapid diagnostic testing solutions. It includes applications in infectious diseases, women's health, gastrointestinal diseases, and others.","Douglas C. Bryant","cs","Healthcare"
"QEP","QEP Resources Inc.","New York Stock Exchange","Oil & Gas - Integrated","http://www.qepres.com","QEP Resources Inc is a crude oil and natural gas exploration and production company focused in two regions of the United States: the Northern Region (North Dakota, Wyoming and Utah) and the Southern Region (Texas and Louisiana).","Charles B. Stanley","cs","Energy"
"QES","Quintana Energy Services Inc.","New York Stock Exchange","Oil & Gas - Services","http://www.quintanaenergyservices.com","Quintana Energy Services Inc provides diversified oilfield services to onshore oil and natural gas E&P (Exploration and Production) companies operating in both conventional and unconventional plays in all the active major basins throughout the U.S.","Rogers Herndon","cs","Energy"
"QGEN","Qiagen N.V.","New York Stock Exchange","Medical Diagnostics & Research","http://www.qiagen.com","Qiagen NV provides sample and assay technologies to extract, purify, amplify, and interpret DNA (Deoxyribonucleic acid), RNA (Ribonucleic acid), and proteins. It also offers kits, assays, related automated systems and bioinformatics solutions.","Peer M. Schatz","cs","Healthcare"
"QHC","Quorum Health Corporation","New York Stock Exchange","Health Care Providers","http://www.quorumhealth.com","Quorum Health Corp along with its subsidiaries owns and operates hospitals. Its hospital provides services including general acute care, emergency room, general & specialty surgery, medicine, obstetrics, diagnostic, psychiatric & rehabilitation services.","Robert H. Fish","cs","Healthcare"
"QLYS","Qualys Inc.","Nasdaq Global Select","Application Software","http://www.qualys.com","Qualys Inc provides cloud security and compliance solutions to organizations identifying security risks to their IT infrastructures, to protect their IT systems from cyber-attacks and achieve compliance with internal policies and external regulations.","Philippe F. Courtot","cs","Technology"
"QNST","QuinStreet Inc.","Nasdaq Global Select","Online Media","http://www.quinstreet.com","QuinStreet Inc is an online marketing and media company that delivers qualified clicks and inquiries at low cost with great scalability. The company's operations and revenue are in North America, but has emerging businesses in Brazil and India.","Douglas Valenti","cs","Technology"
"QRTEA","Qurate Retail Inc. Series A Common Stock","Nasdaq Global Select","Retail - Apparel & Specialty","http://www.libertyinteractive.com","Qurate Retail Inc, formerly QVC Group is engaged in the video and on-line commerce industries in North America, Europe and Asia. It markets and sells consumer products by means of its televised shopping programs and through the Internet.","Michael A. George","cs","Consumer Cyclical"
"QRVO","Qorvo Inc.","Nasdaq Global Select","Semiconductors","http://www.qorvo.com","Qorvo Inc is a semiconductor product manufacturer. It sells its products to companies engaged in the telecommunication, infrastructure and defense industries.","Robert A. Bruggeworth","cs","Technology"
"QTNA","Quantenna Communications Inc.","Nasdaq Global Select","Semiconductors","http://www.quantenna.com","Quantenna Communications Inc is engaged in the design, development, and marketing of high-speed wireless communication solutions enabling wireless local area networking.","Sam Heidari","cs","Technology"
"QTRX","Quanterix Corporation","NASDAQ Global Market","Biotechnology","https://www.quanterix.com","Quanterix Corp is a life science company. The company digitizing biomarker analysis with the goal of advancing the science of precision health.","E. Kevin Hrusovsky","cs","Healthcare"
"QTS","QTS Realty Trust Inc. Class A","New York Stock Exchange","REITs","http://www.qtsdatacenters.com","QTS Realty Trust Inc is a real estate investment trust in the United States. Its properties mainly include data centers which are mainly located in the United States and in other locations such as Canada, Europe, and Asia.","Chad L. Williams","cs","Real Estate"
"QTWO","Q2 Holdings Inc.","New York Stock Exchange","Application Software","https://www.q2ebanking.com","Q2 Holdings Inc is a provider of secure, cloud-based virtual banking solutions. It enables regional and community financial institutions to deliver a range of virtual banking services.","Matthew P. Flake","cs","Technology"
"QUAD","Quad Graphics Inc Class A","New York Stock Exchange","Business Services","http://www.qg.com","Quad/Graphics Inc is a US based marketing services provider. It helps brand owners market their products, services and content by using its strong print foundation in combination with other media channels.","J. Quadracci","cs","Industrials"
"QUOT","Quotient Technology Inc.","New York Stock Exchange","Advertising & Marketing Services","http://www.couponsinc.com","Quotient Technology Inc provides digital promotions and media solutions. The company offers digital platform that enables consumer packaged goods (CPG) brands and retailers to engage shoppers through personalized and targeted promotions and media.","Mir Aamir","cs","Consumer Cyclical"
"R","Ryder System Inc.","New York Stock Exchange","Consulting & Outsourcing","http://www.ryder.com","Ryder System Inc is engaged in supply chain activities. Its services include transportation, supply chain and fleet management solutions.","Robert E. Sanchez","cs","Industrials"
